Class,Method,SourceCodeLine
org.apache.hadoop.io.MapFile$Reader,readIndex,509
org.apache.hadoop.io.MapFile$Reader,finalKey,549
org.apache.hadoop.io.file.tfile.Utils,writeVLong,156
org.apache.hadoop.io.file.tfile.Utils,readVInt,174
org.apache.hadoop.io.file.tfile.Utils,readVLong,236
org.apache.hadoop.io.file.tfile.Utils,readVLong,239
org.apache.hadoop.io.file.tfile.BoundedRangeFileInputStream,<init>,55
org.apache.hadoop.io.file.tfile.BoundedRangeFileInputStream,read,90
org.apache.hadoop.io.file.tfile.BoundedRangeFileInputStream,read,90
org.apache.hadoop.io.file.tfile.BoundedRangeFileInputStream,reset,125
org.apache.hadoop.io.file.tfile.TFile$Reader,<init>,812
org.apache.hadoop.io.file.tfile.TFile$Reader,getEntryComparator,927
org.apache.hadoop.io.file.tfile.TFile$Reader,getBlockContainsKey,988
org.apache.hadoop.io.file.tfile.TFile$Reader,compareKeys,1009
org.apache.hadoop.io.file.tfile.TFile$Reader,compareKeys,1016
org.apache.hadoop.io.file.tfile.BCFile$Magic,readAndVerify,927
org.apache.hadoop.io.file.tfile.ByteArray,<init>,66
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValue,1717
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,writeValue,1760
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getKey,1791
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValueLength,1820
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValue,1859
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValue,1878
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValue,1884
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner$Entry,getValueStream,1899
org.apache.hadoop.io.file.tfile.BCFile$Reader,<init>,631
org.apache.hadoop.io.file.tfile.BCFile$Reader,<init>,644
org.apache.hadoop.io.file.tfile.BCFile$Reader,getMetaBlock,705
org.apache.hadoop.io.file.tfile.BCFile$Reader,getDataBlock,722
org.apache.hadoop.io.file.tfile.TFile$TFileMeta,<init>,2058
org.apache.hadoop.io.file.tfile.TFile$TFileMeta,makeComparator,2088
org.apache.hadoop.io.file.tfile.TFileDumper,dumpInfo,293
org.apache.hadoop.io.file.tfile.TFile$Writer,close,310
org.apache.hadoop.io.file.tfile.TFile$Writer,close,324
org.apache.hadoop.io.file.tfile.TFile$Writer,close,333
org.apache.hadoop.io.file.tfile.TFile$Writer,close,342
org.apache.hadoop.io.file.tfile.TFile$Writer,append,383
org.apache.hadoop.io.file.tfile.TFile$Writer,append,388
org.apache.hadoop.io.file.tfile.TFile$Writer,append,400
org.apache.hadoop.io.file.tfile.TFile$Writer,append,409
org.apache.hadoop.io.file.tfile.TFile$Writer,append,412
org.apache.hadoop.io.file.tfile.TFile$Writer,prepareAppendKey,530
org.apache.hadoop.io.file.tfile.TFile$Writer,prepareAppendValue,557
org.apache.hadoop.io.file.tfile.TFile$Writer,prepareMetaBlock,599
org.apache.hadoop.io.file.tfile.TFile$Writer,prepareMetaBlock,627
org.apache.hadoop.io.file.tfile.TFile$TFileIndex,<init>,2170
org.apache.hadoop.io.file.tfile.TFile$TFileIndex,lowerBound,2184
org.apache.hadoop.io.file.tfile.TFile$TFileIndex,upperBound,2206
org.apache.hadoop.io.file.tfile.TFile$Reader$Location,set,727
org.apache.hadoop.io.file.tfile.Compression,getCompressionAlgorithmByName,354
org.apache.hadoop.io.file.tfile.TFile$Writer$KeyRegister,close,446
org.apache.hadoop.io.file.tfile.TFile$Writer$KeyRegister,close,461
org.apache.hadoop.io.file.tfile.TFile$Writer$KeyRegister,close,472
org.apache.hadoop.io.file.tfile.BCFile$MetaIndexEntry,<init>,816
org.apache.hadoop.io.file.tfile.BCFile$Writer,<init>,288
org.apache.hadoop.io.file.tfile.BCFile$Writer,close,312
org.apache.hadoop.io.file.tfile.BCFile$Writer,close,324
org.apache.hadoop.io.file.tfile.BCFile$Writer,close,338
org.apache.hadoop.io.file.tfile.BCFile$Writer,prepareMetaBlock,348
org.apache.hadoop.io.file.tfile.BCFile$Writer,prepareMetaBlock,353
org.apache.hadoop.io.file.tfile.BCFile$Writer,prepareDataBlock,419
org.apache.hadoop.io.file.tfile.BCFile$Writer,prepareDataBlock,424
org.apache.hadoop.io.file.tfile.TFileDumper$Align,format,69
org.apache.hadoop.io.file.tfile.Chunk$ChunkDecoder,read,141
org.apache.hadoop.io.file.tfile.Chunk$ChunkDecoder,read,154
org.apache.hadoop.io.file.tfile.Chunk$ChunkDecoder,read,160
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner,seekTo,1398
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner,seekTo,1403
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner,checkKey,1599
org.apache.hadoop.io.file.tfile.TFile$Reader$Scanner,inBlockAdvance,2022
org.apache.hadoop.io.file.tfile.Compression$Algorithm$1,getCodec,104
org.apache.hadoop.io.file.tfile.Compression$Algorithm$1,createDecompressionStream,117
org.apache.hadoop.io.file.tfile.Compression$Algorithm$1,createCompressionStream,139
org.apache.hadoop.io.file.tfile.Chunk$SingleChunkEncoder,write,390
org.apache.hadoop.io.file.tfile.Chunk$SingleChunkEncoder,write,405
org.apache.hadoop.io.file.tfile.Chunk$SingleChunkEncoder,close,422
org.apache.hadoop.io.MD5Hash,<init>,64
org.apache.hadoop.io.MD5Hash,setDigest,220
org.apache.hadoop.io.MD5Hash,charToNibble,238
org.apache.hadoop.io.retry.RetryPolicies$RetryLimited,<init>,186
org.apache.hadoop.io.retry.RetryPolicies$RetryLimited,<init>,189
org.apache.hadoop.io.retry.RetryInvocationHandler,invoke,98
org.apache.hadoop.io.retry.RetryInvocationHandler,invoke,98
org.apache.hadoop.io.retry.RetryInvocationHandler,invoke,81
org.apache.hadoop.io.retry.RetryPolicies$MultipleLinearRandomRetry,<init>,301
org.apache.hadoop.io.retry.RetryPolicies$ExponentialBackoffRetry,<init>,486
org.apache.hadoop.io.retry.RetryPolicies$ExponentialBackoffRetry,<init>,489
org.apache.hadoop.io.retry.RetryPolicies$MultipleLinearRandomRetry$Pair,<init>,280
org.apache.hadoop.io.retry.RetryPolicies$MultipleLinearRandomRetry$Pair,<init>,283
org.apache.hadoop.io.WritableComparator,readVLong,220
org.apache.hadoop.io.SequenceFile$Metadata,readFields,752
org.apache.hadoop.io.SequenceFile$Metadata,hashCode,802
org.apache.hadoop.io.SequenceFile$RecordCompressWriter,append,1380
org.apache.hadoop.io.SequenceFile$RecordCompressWriter,append,1383
org.apache.hadoop.io.SequenceFile$RecordCompressWriter,append,1392
org.apache.hadoop.io.SequenceFile$RecordCompressWriter,appendRaw,1413
org.apache.hadoop.io.Text,readFields,299
org.apache.hadoop.io.Text,readFields,302
org.apache.hadoop.io.Text,write,329
org.apache.hadoop.io.Text,writeString,490
org.apache.hadoop.io.Text,validateUTF8,540
org.apache.hadoop.io.Text,validateUTF8,544
org.apache.hadoop.io.Text,validateUTF8,549
org.apache.hadoop.io.Text,validateUTF8,554
org.apache.hadoop.io.Text,validateUTF8,560
org.apache.hadoop.io.Text,validateUTF8,566
org.apache.hadoop.io.Text,validateUTF8,568
org.apache.hadoop.io.Text,validateUTF8,570
org.apache.hadoop.io.Text,validateUTF8,572
org.apache.hadoop.io.Text,validateUTF8,576
org.apache.hadoop.io.SequenceFile$Sorter$MergeQueue,put,3225
org.apache.hadoop.io.ArrayWritable,<init>,50
org.apache.hadoop.io.BloomMapFile$Reader,initBloomFilter,246
org.apache.hadoop.io.SequenceFile$Reader,<init>,1734
org.apache.hadoop.io.SequenceFile$Reader,<init>,1738
org.apache.hadoop.io.SequenceFile$Reader,initialize,1797
org.apache.hadoop.io.SequenceFile$Reader,initialize,1816
org.apache.hadoop.io.SequenceFile$Reader,init,1850
org.apache.hadoop.io.SequenceFile$Reader,init,1855
org.apache.hadoop.io.SequenceFile$Reader,init,1949
org.apache.hadoop.io.SequenceFile$Reader,init,1965
org.apache.hadoop.io.SequenceFile$Reader,readBuffer,2079
org.apache.hadoop.io.SequenceFile$Reader,readBlock,2103
org.apache.hadoop.io.SequenceFile$Reader,seekToCurrentValue,2156
org.apache.hadoop.io.SequenceFile$Reader,getCurrentValue,2184
org.apache.hadoop.io.SequenceFile$Reader,getCurrentValue,2223
org.apache.hadoop.io.SequenceFile$Reader,next,2251
org.apache.hadoop.io.SequenceFile$Reader,next,2266
org.apache.hadoop.io.SequenceFile$Reader,next,2301
org.apache.hadoop.io.SequenceFile$Reader,readRecordLength,2327
org.apache.hadoop.io.SequenceFile$Reader,next,2349
org.apache.hadoop.io.SequenceFile$Reader,nextRaw,2419
org.apache.hadoop.io.SequenceFile$Reader,nextRawKey,2469
org.apache.hadoop.io.SequenceFile$Reader,next,2483
org.apache.hadoop.io.SequenceFile$Reader,next,2499
org.apache.hadoop.io.SequenceFile$Reader,handleChecksumException,2572
org.apache.hadoop.io.UTF8,set,95
org.apache.hadoop.io.UTF8,toString,155
org.apache.hadoop.io.UTF8,toStringChecked,172
org.apache.hadoop.io.UTF8,readChars,271
org.apache.hadoop.io.UTF8,readChars,280
org.apache.hadoop.io.UTF8,readChars,288
org.apache.hadoop.io.UTF8,readChars,306
org.apache.hadoop.io.UTF8,writeString,333
org.apache.hadoop.io.GenericWritable,set,107
org.apache.hadoop.io.GenericWritable,write,139
org.apache.hadoop.io.SequenceFile$Sorter$SegmentDescriptor,nextRawKey,3550
org.apache.hadoop.io.SequenceFile$Sorter$SegmentDescriptor,nextRawKey,3553
org.apache.hadoop.io.WritableUtils,writeCompressedByteArray,71
org.apache.hadoop.io.WritableUtils,readVInt,331
org.apache.hadoop.io.WritableUtils,readVIntInRange,351
org.apache.hadoop.io.WritableUtils,readVIntInRange,353
org.apache.hadoop.io.WritableUtils,readVIntInRange,358
org.apache.hadoop.io.WritableUtils,skipFully,442
org.apache.hadoop.io.WritableUtils,readStringSafely,477
org.apache.hadoop.io.SequenceFile$Sorter,sort,2727
org.apache.hadoop.io.SequenceFile$Sorter,sortAndIterate,2750
org.apache.hadoop.io.SequenceFile$Sorter,sortPass,2788
org.apache.hadoop.io.SequenceFile$Sorter,merge,3155
org.apache.hadoop.io.compress.SnappyCodec,checkNativeCodeLoaded,63
org.apache.hadoop.io.compress.SnappyCodec,checkNativeCodeLoaded,68
org.apache.hadoop.io.compress.SnappyCodec,checkNativeCodeLoaded,72
org.apache.hadoop.io.compress.Lz4Codec,createOutputStream,100
org.apache.hadoop.io.compress.Lz4Codec,getCompressorType,120
org.apache.hadoop.io.compress.Lz4Codec,createCompressor,134
org.apache.hadoop.io.compress.Lz4Codec,createInputStream,170
org.apache.hadoop.io.compress.Lz4Codec,getDecompressorType,186
org.apache.hadoop.io.compress.Lz4Codec,createDecompressor,200
org.apache.hadoop.io.compress.CompressorStream,<init>,40
org.apache.hadoop.io.compress.CompressorStream,<init>,42
org.apache.hadoop.io.compress.CompressorStream,write,66
org.apache.hadoop.io.compress.CompressorStream,write,69
org.apache.hadoop.io.compress.DecompressorStream,<init>,44
org.apache.hadoop.io.compress.DecompressorStream,<init>,46
org.apache.hadoop.io.compress.DecompressorStream,read,80
org.apache.hadoop.io.compress.DecompressorStream,decompress,119
org.apache.hadoop.io.compress.DecompressorStream,decompress,145
org.apache.hadoop.io.compress.DecompressorStream,checkStream,164
org.apache.hadoop.io.compress.DecompressorStream,skip,178
org.apache.hadoop.io.compress.BZip2Codec,createInputStream,149
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,setInput,150
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,setInput,153
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,decompress,214
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeHeaderState,327
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeHeaderState,333
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeTrailerState,364
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeTrailerState,370
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeTrailerState,385
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,executeTrailerState,391
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,processBasicHeader,495
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,processBasicHeader,498
org.apache.hadoop.io.compress.zlib.BuiltInGzipDecompressor,processBasicHeader,502
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,setInput,124
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,setInput,127
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,setDictionary,161
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,setDictionary,164
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,decompress,206
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,decompress,209
org.apache.hadoop.io.compress.zlib.ZlibDecompressor,checkStream,300
org.apache.hadoop.io.compress.zlib.ZlibCompressor,setInput,265
org.apache.hadoop.io.compress.zlib.ZlibCompressor,setInput,268
org.apache.hadoop.io.compress.zlib.ZlibCompressor,setDictionary,294
org.apache.hadoop.io.compress.zlib.ZlibCompressor,setDictionary,297
org.apache.hadoop.io.compress.zlib.ZlibCompressor,compress,347
org.apache.hadoop.io.compress.zlib.ZlibCompressor,compress,350
org.apache.hadoop.io.compress.zlib.ZlibCompressor,checkStream,435
org.apache.hadoop.io.compress.CompressionCodecFactory,getCodecClasses,135
org.apache.hadoop.io.compress.CompressionCodecFactory,getCodecClasses,130
org.apache.hadoop.io.compress.CompressionCodecFactory,main,320
org.apache.hadoop.io.compress.CompressionCodecFactory,main,334
org.apache.hadoop.io.compress.CodecPool,borrow,69
org.apache.hadoop.io.compress.CodecPool,borrow,69
org.apache.hadoop.io.compress.CodecPool,payback,88
org.apache.hadoop.io.compress.CodecPool,payback,88
org.apache.hadoop.io.compress.lz4.Lz4Compressor,setInput,103
org.apache.hadoop.io.compress.lz4.Lz4Compressor,setInput,106
org.apache.hadoop.io.compress.lz4.Lz4Compressor,compress,201
org.apache.hadoop.io.compress.lz4.Lz4Compressor,compress,204
org.apache.hadoop.io.compress.lz4.Lz4Decompressor,setInput,104
org.apache.hadoop.io.compress.lz4.Lz4Decompressor,setInput,107
org.apache.hadoop.io.compress.lz4.Lz4Decompressor,decompress,214
org.apache.hadoop.io.compress.lz4.Lz4Decompressor,decompress,217
org.apache.hadoop.io.compress.BlockDecompressorStream,getCompressedData,123
org.apache.hadoop.io.compress.BlockDecompressorStream,rawReadInt,144
org.apache.hadoop.io.compress.BZip2Codec$BZip2CompressionInputStream,readStreamHeader,393
org.apache.hadoop.io.compress.BlockCompressorStream,write,85
org.apache.hadoop.io.compress.BlockCompressorStream,write,88
org.apache.hadoop.io.compress.BlockCompressorStream,write,91
org.apache.hadoop.io.compress.snappy.SnappyCompressor,setInput,105
org.apache.hadoop.io.compress.snappy.SnappyCompressor,setInput,108
org.apache.hadoop.io.compress.snappy.SnappyCompressor,compress,203
org.apache.hadoop.io.compress.snappy.SnappyCompressor,compress,206
org.apache.hadoop.io.compress.snappy.SnappyDecompressor,setInput,107
org.apache.hadoop.io.compress.snappy.SnappyDecompressor,setInput,110
org.apache.hadoop.io.compress.snappy.SnappyDecompressor,decompress,217
org.apache.hadoop.io.compress.snappy.SnappyDecompressor,decompress,220
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,<init>,629
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,<init>,633
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,write,647
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,write,860
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,write,863
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,write,866
org.apache.hadoop.io.compress.bzip2.CBZip2OutputStream,write,870
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,skipToNextMarker,220
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read,350
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read,380
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read,383
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read,386
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read,390
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read0,439
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read0,442
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read0,453
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,read0,464
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,init,473
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,init,479
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,initBlock,529
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,bsR,604
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,bsGetBit,626
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,872
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,888
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,907
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,911
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,953
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode,969
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,getAndMoveToFrontDecode0,1004
org.apache.hadoop.io.compress.bzip2.CBZip2InputStream,setupBlock,1038
org.apache.hadoop.metrics2.filter.AbstractPatternFilter,init,69
org.apache.hadoop.metrics2.filter.AbstractPatternFilter,init,79
org.apache.hadoop.metrics2.impl.MetricsConfig,loadFirst,121
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,getAttribute,105
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,getAttribute,111
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,getAttributes,134
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,updateJmxCache,167
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,updateJmxCache,167
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,getMetrics,199
org.apache.hadoop.metrics2.impl.MetricsSourceAdapter,getMetrics,207
org.apache.hadoop.metrics2.impl.SinkQueue,checkConsumer,123
org.apache.hadoop.metrics2.impl.SinkQueue,_dequeue,137
org.apache.hadoop.metrics2.util.Contracts,checkArg,41
org.apache.hadoop.metrics2.util.Contracts,checkArg,55
org.apache.hadoop.metrics2.util.Contracts,checkArg,69
org.apache.hadoop.metrics2.util.Contracts,checkArg,83
org.apache.hadoop.metrics2.util.Contracts,checkArg,97
org.apache.hadoop.metrics2.lib.MetricsSourceBuilder,build,68
org.apache.hadoop.metrics2.lib.MetricsSourceBuilder,build,73
